Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time,Unnamed: 12,Unnamed: 13,Unnamed: 14
musk-1,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.7917,0.7778,0.2222,0.7958,0.8995,0.6949,4.41,1.44,,,
musk-1,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.7917,0.7778,0.2222,0.7958,0.9048,0.6949,17.0,0.5,,,
musk-1,FastForest,4,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 6}",0.7708,0.7434,0.2566,0.8073,0.9145,0.6885,0.99,0.29,,,
musk-1,RandomForest,4,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.8542,0.8333,0.1667,0.8842,0.9806,0.8125,42.06,1.15,,,
musk-1,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.8333,0.8201,0.1799,0.8397,0.8995,0.7553,4.47,1.15,,,
musk-1,RandomForest,5,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.8333,0.8201,0.1799,0.8397,0.9471,0.7553,37.3,0.79,,,
musk-1,FastForest,6,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.7917,0.7725,0.2275,0.8053,0.8907,0.7032,1.88,0.48,,,
musk-1,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.875,0.8571,0.1429,0.8977,0.94,0.8393,13.32,0.35,,,
musk-1,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.8085,0.8086,0.1914,0.8099,0.9103,0.7106,1.48,0.45,,,
musk-1,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.8511,0.8471,0.1529,0.851,0.9487,0.7732,32.21,1.0,,,
musk-1,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.8723,0.8565,0.1435,0.8807,0.9407,0.8095,3.65,1.08,,,
musk-1,RandomForest,8,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.8723,0.8565,0.1435,0.8807,0.9176,0.8095,4.97,0.11,,,
musk-1,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.7872,0.763,0.237,0.7999,0.9389,0.6845,3.46,0.81,,,
musk-1,RandomForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7659999999999999,0.725,0.275,0.8337,0.9185,0.684,43.2,0.79,,,
musk-1,FastForest,10,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.8936,0.8815,0.1185,0.8984,0.9065,0.838,0.68,0.21,,,
musk-1,RandomForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7659999999999999,0.725,0.275,0.8337,0.937,0.684,47.01,0.94,,,
newton_hema,FastForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 6}",0.5714,0.5714,0.4286,0.5714,0.7551,0.5408,0.28,0.43,,,
newton_hema,RandomForest,1,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",0.5,0.5,0.5,0.5,0.4898,0.5,0.06,0.07,,,
newton_hema,FastForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.7857,0.7857,0.2143,0.85,0.7347,0.7,0.09,0.14,,,
newton_hema,RandomForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5714,0.5714,0.4286,0.6061,0.6837,0.5476,0.18,0.21,,,
newton_hema,FastForest,3,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 6}",0.6429,0.6429,0.3571,0.675,0.6531,0.5857,0.11,0.07,,,
newton_hema,RandomForest,3,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.2143,0.2143,0.7857,0.15,0.2755,0.4143,0.06,0.07,,,
newton_hema,FastForest,4,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.7143,0.7143,0.2857,0.8182,0.8469,0.6364,0.06,0.14,,,
newton_hema,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.7143,0.7143,0.2857,0.7143,0.7551,0.6531,0.04,0.07,,,
newton_hema,FastForest,5,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.8571,0.8571,0.1429,0.8889,0.898,0.7778,0.06,0.07,,,
newton_hema,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.4286,0.4286,0.5714,0.4222,0.3878,0.4683,0.06,0.07,,,
newton_hema,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.7857,0.7857,0.2143,0.85,0.8571,0.7,0.52,0.71,,,
newton_hema,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7143,0.7143,0.2857,0.7333,0.9082,0.6714,0.18,0.21,,,
newton_hema,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 3}",0.5,0.5,0.5,0.5,0.7143,0.5,0.51,0.79,,,
newton_hema,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.7857,0.7857,0.2143,0.85,0.8265,0.7857,0.39,0.36,,,
newton_hema,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.8571,0.8571,0.1429,0.8889,0.9898,0.7778,0.55,0.93,,,
newton_hema,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.5,0.5,0.5,0.5,0.6327,0.5,0.18,0.36,,,
newton_hema,FastForest,9,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 3}",0.7857,0.7857,0.2143,0.85,0.8571,0.7,0.2,0.43,,,
newton_hema,RandomForest,9,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.4286,0.4286,0.5714,0.4286,0.4286,0.4694,0.03,0.07,,,
newton_hema,FastForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.7857,0.7857,0.2143,0.7917,0.898,0.7143,0.06,0.14,,,
newton_hema,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.6429,0.6429,0.3571,0.6458,0.8265,0.5893,0.06,0.14,,,
no2,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 6}",0.58,0.58,0.42,0.5919,0.6328,0.5447,1.02,0.54,,,
no2,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.56,0.56,0.44,0.5874,0.58,0.5323,2.1,0.26,,,
no2,FastForest,2,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",0.56,0.56,0.44,0.5616,0.6136,0.5331,0.12,0.1,,,
no2,RandomForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.62,0.62,0.38,0.6488,0.5136,0.57,4.63,0.18,,,
no2,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 3}",0.64,0.64,0.36,0.6486,0.6864,0.5858,0.64,0.48,,,
no2,RandomForest,3,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.6,0.6,0.4,0.619,0.6544,0.5571,5.72,0.5,,,
no2,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.58,0.58,0.42,0.5868,0.6416,0.545,0.66,0.48,,,
no2,RandomForest,4,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.62,0.62,0.38,0.6488,0.6872,0.57,2.13,0.18,,,
no2,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.58,0.58,0.42,0.5833,0.6544,0.5453,1.8,1.08,,,
no2,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.64,0.64,0.36,0.6486,0.6559999999999999,0.5858,0.96,0.12,,,
no2,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 6}",0.68,0.68,0.32,0.691,0.6816,0.6161,1.01,0.68,,,
no2,RandomForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.64,0.64,0.36,0.6819,0.6344,0.5832,13.1,0.62,,,
no2,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.58,0.58,0.42,0.5992,0.7224,0.5444,0.23,0.2,,,
no2,RandomForest,7,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.56,0.56,0.44,0.6016,0.5416,0.5322,1.44,0.08,,,
no2,FastForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.62,0.62,0.38,0.6302,0.6296,0.5712,0.22,0.12,,,
no2,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.58,0.58,0.42,0.5919,0.6184,0.5447,1.85,0.28,,,
no2,FastForest,9,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.56,0.56,0.44,0.56,0.6192,0.5336,0.23,0.1,,,
no2,RandomForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.64,0.64,0.36,0.6667,0.6696,0.584,6.15,0.46,,,
no2,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.6,0.601,0.39899999999999997,0.6019,0.6699,0.5806,0.65,0.5,,,
no2,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.66,0.6571,0.3429,0.6607,0.746,0.6188,1.98,0.16,,,
oocytes_merluccius_nucleus_4d,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.7767,0.6767,0.3233,0.7961,0.8468,0.7587,4.26,0.78,,,
oocytes_merluccius_nucleus_4d,RandomForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.7476,0.64,0.36,0.7561,0.8295,0.7385,90.57,0.76,,,
oocytes_merluccius_nucleus_4d,FastForest,2,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.6990000000000001,0.5589999999999999,0.441,0.7033,0.6916,0.6971,3.27,0.67,,,
oocytes_merluccius_nucleus_4d,RandomForest,2,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7087,0.5887,0.4113,0.6986,0.7263,0.7117,92.17,0.55,,,
oocytes_merluccius_nucleus_4d,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.7843,0.6746,0.3254,0.8155,0.8065,0.7628,3.65,0.78,,,
oocytes_merluccius_nucleus_4d,RandomForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.7647,0.6522,0.3478,0.7829999999999999,0.8112,0.7506,87.07,0.57,,,
oocytes_merluccius_nucleus_4d,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.6863,0.5231,0.4769,0.6803,0.6614,0.6867,3.32,0.72,,,
oocytes_merluccius_nucleus_4d,RandomForest,4,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.6765,0.5553,0.4447,0.6384,0.6364,0.7017,80.73,0.52,,,
oocytes_merluccius_nucleus_4d,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.7451,0.6061,0.3939,0.8149,0.8858,0.7263,3.2,0.66,,,
oocytes_merluccius_nucleus_4d,RandomForest,5,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7647,0.6522,0.3478,0.7829999999999999,0.8592,0.7506,50.44,0.23,,,
oocytes_merluccius_nucleus_4d,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.7353,0.6103,0.3897,0.7766,0.7612,0.7196,3.44,0.78,,,
oocytes_merluccius_nucleus_4d,RandomForest,6,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7353,0.6029,0.3971,0.8105,0.7933,0.7158,100.12,0.77,,,
oocytes_merluccius_nucleus_4d,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.6765,0.5147,0.4853,0.7822,0.7275,0.6733,1.23,0.38,,,
oocytes_merluccius_nucleus_4d,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7549,0.6324,0.3676,0.8208,0.7677,0.7312,98.5,0.74,,,
oocytes_merluccius_nucleus_4d,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.7353,0.6103,0.3897,0.7766,0.7336,0.7196,3.36,0.65,,,
oocytes_merluccius_nucleus_4d,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.7451,0.6397,0.3603,0.7543,0.7569,0.7355,39.73,0.24,,,
oocytes_merluccius_nucleus_4d,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.7353,0.6029,0.3971,0.8105,0.7582,0.7158,3.4,0.68,,,
oocytes_merluccius_nucleus_4d,RandomForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7255,0.5882,0.4118,0.8056,0.7595,0.7083,95.08,0.84,,,
oocytes_merluccius_nucleus_4d,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.7843,0.6838,0.3162,0.8171,0.7993,0.76,3.47,1.07,,,
oocytes_merluccius_nucleus_4d,RandomForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7353,0.6397,0.3603,0.7294,0.7675,0.7357,102.46,0.66,,,88.0
oocytes_merluccius_states_2f,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.8738,0.7111,0.0919,0.8701,0.9519,0.899,3.45,0.81,,,
oocytes_merluccius_states_2f,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.8835,0.665,0.0937,0.8683,0.9572,0.8913,29.95,0.19,,,
oocytes_merluccius_states_2f,FastForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.9029,0.9205,0.0676,0.9059,0.9602,0.9392,3.06,0.62,,,
oocytes_merluccius_states_2f,RandomForest,2,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.9029,0.8778,0.0676,0.9078,0.9577,0.9572,61.71,0.51,,,
oocytes_merluccius_states_2f,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.9118,0.8714,0.0755,0.9116,0.9755,0.9811,3.7,0.82,,,
oocytes_merluccius_states_2f,RandomForest,3,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.8922,0.8533,0.0902,0.8916,0.9686,0.9763,63.61,0.49,,,
oocytes_merluccius_states_2f,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.902,0.8959999999999999,0.0852,0.9024,0.9670000000000001,0.9487,3.55,0.65,,,
oocytes_merluccius_states_2f,RandomForest,4,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.8922,0.8832,0.0956,0.8929,0.96,0.9566,67.32,0.7,,,
oocytes_merluccius_states_2f,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.9314,0.8836,0.0609,0.9318,0.9768,0.9653,3.22,0.54,,,
oocytes_merluccius_states_2f,RandomForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.9314,0.8836,0.0609,0.9318,0.9782,0.9615,70.29,0.58,,,
oocytes_merluccius_states_2f,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8824,0.7849,0.106,0.8827,0.9657,0.9375,3.78,0.63,,,
oocytes_merluccius_states_2f,RandomForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.8627,0.7753,0.1157,0.8634,0.9575,0.9562,75.16,0.51,,,
oocytes_merluccius_states_2f,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.9314,0.8409,0.0599,0.9306,0.9781,0.9598,2.86,0.53,,,
oocytes_merluccius_states_2f,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.9412,0.8457,0.0556,0.9419,0.978,0.9638,74.57,0.48,,,
oocytes_merluccius_states_2f,FastForest,8,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.9314,0.8917,0.0548,0.9319,0.9762,0.98,3.19,0.58,,,
oocytes_merluccius_states_2f,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.9216,0.7853,0.0713,0.924,0.978,0.9784,31.06,0.18,,,
oocytes_merluccius_states_2f,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.9314,0.8836,0.0609,0.9318,0.9643,0.953,2.89,0.49,,,
oocytes_merluccius_states_2f,RandomForest,9,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.902,0.8694,0.07400000000000001,0.9038,0.9679,0.9402,21.78,0.2,,,
oocytes_merluccius_states_2f,FastForest,10,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.902,0.8694,0.0731,0.902,0.9581,0.9648,1.09,0.24,,,
oocytes_merluccius_states_2f,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.8725,0.7374,0.1104,0.8697,0.9477,0.9384,7.26,0.11,,,
oocytes_trisopterus_nucleus_2f,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.75,0.7288,0.2712,0.7524,0.8636,0.72,4.78,1.27,,,
oocytes_trisopterus_nucleus_2f,RandomForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7826,0.7741,0.2259,0.7817,0.8708,0.762,123.95,1.14,,,
oocytes_trisopterus_nucleus_2f,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.6957,0.6884,0.3116,0.6957,0.7806,0.6936,1.85,0.44,,,
oocytes_trisopterus_nucleus_2f,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.75,0.7322,0.2678,0.75,0.8237,0.7237,20.12,0.14,,,
oocytes_trisopterus_nucleus_2f,FastForest,3,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.7253,0.6971,0.3029,0.7279,0.8123,0.7007,1.86,0.46,,,
oocytes_trisopterus_nucleus_2f,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.6813,0.6631,0.3369,0.6774,0.7592,0.6787,40.01,0.38,,,
oocytes_trisopterus_nucleus_2f,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.8022,0.8004,0.1996,0.8042,0.8644,0.7939,5.0,1.43,,,
oocytes_trisopterus_nucleus_2f,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.6374,0.5770000000000001,0.423,0.6677,0.711,0.6226,13.69,0.12,,,
oocytes_trisopterus_nucleus_2f,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.7253,0.7046,0.2954,0.7235,0.8332,0.7077,4.85,1.37,,,
oocytes_trisopterus_nucleus_2f,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.6813,0.6706,0.3294,0.6802,0.7859999999999999,0.6853,14.27,0.15,,,
oocytes_trisopterus_nucleus_2f,FastForest,6,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 6}",0.5934,0.5504,0.4496,0.5765,0.6606,0.6083,0.34,0.11,,,
oocytes_trisopterus_nucleus_2f,RandomForest,6,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.6593,0.6554,0.3446,0.6638,0.6845,0.6759,17.41,0.15,,,
oocytes_trisopterus_nucleus_2f,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.7692,0.7572,0.2428,0.7678,0.8054,0.7512,4.86,1.31,,,
oocytes_trisopterus_nucleus_2f,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7802,0.7853,0.2147,0.7899,0.815,0.7852,168.55,1.28,,,
oocytes_trisopterus_nucleus_2f,FastForest,8,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.6923,0.6795,0.3205,0.6898,0.7256,0.6813,0.62,0.15,,,
oocytes_trisopterus_nucleus_2f,RandomForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.5714,0.5,0.5,0.3265,0.7406,0.5714,59.88,0.62,,,
oocytes_trisopterus_nucleus_2f,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.6923,0.6827,0.3173,0.6907,0.7751,0.6845,5.0,1.33,,,
oocytes_trisopterus_nucleus_2f,RandomForest,9,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.6044,0.6378,0.3622,0.6857,0.6519,0.6668,19.58,0.13,,,
oocytes_trisopterus_nucleus_2f,FastForest,10,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.7143,0.6987,0.3013,0.7125,0.7927,0.6948,1.74,0.5,,,
oocytes_trisopterus_nucleus_2f,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",0.6374,0.6218,0.3782,0.6331,0.6822,0.6409999999999999,10.86,0.1,,,
oocytes_trisopterus_states_5b,FastForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.8478,0.8819,0.1123,0.8611,0.9372,0.9569,12.78,0.23,,,
oocytes_trisopterus_states_5b,RandomForest,1,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.8261,0.5486,0.129,0.8251,0.9129,0.9416,10.9,0.07,,,
oocytes_trisopterus_states_5b,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.8152,0.7024,0.133,0.8245,0.8821,0.9123,14.87,0.26,,,
oocytes_trisopterus_states_5b,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.8696,0.8995,0.0957,0.8783,0.8891,0.8476,8.98,0.09,,,
oocytes_trisopterus_states_5b,FastForest,3,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.9011,0.7665,0.0698,0.9029,0.9612,0.8204,14.47,0.27,,,
oocytes_trisopterus_states_5b,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.8681,0.7394,0.0954,0.8735,0.9464,0.8078,30.16,0.23,,,
oocytes_trisopterus_states_5b,FastForest,4,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.8681,0.7394,0.0954,0.8735,0.9553,0.7965,14.27,0.27,,,
oocytes_trisopterus_states_5b,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.8791,0.5934,0.0869,0.8619,0.9573,0.7908,9.12,0.1,,,
oocytes_trisopterus_states_5b,FastForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.8462,0.8902,0.1072,0.8456,0.9316,0.7659999999999999,14.86,0.26,,,
oocytes_trisopterus_states_5b,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': True}",0.8132,0.5361,0.1361,0.8069,0.9031,0.9391,8.1,0.07,,,
oocytes_trisopterus_states_5b,FastForest,6,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.8242,0.5397,0.1326,0.8253,0.9372,0.9418,4.87,0.09,,,
oocytes_trisopterus_states_5b,RandomForest,6,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.8571,0.564,0.1088,0.8576,0.9226,0.6722,10.12,0.09,,,
oocytes_trisopterus_states_5b,FastForest,7,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.9121,0.9306,0.0676,0.9178,0.9041,0.9396,5.07,0.09,,,
