Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time,Unnamed: 12,Unnamed: 13,Unnamed: 14
contrac,RandomForest,9,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.5306,0.4613,0.25,0.4341,0.634,0.45299999999999996,0.09,0.08,,,
contrac,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.5102,0.445,0.263,0.4006,0.6833,0.5549,3.39,0.91,,,
contrac,RandomForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': True}",0.5306,0.4692,0.2495,0.4247,0.7212,0.5134,1.21,0.5,,,
credit-approval,FastForest,1,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.7536,0.7496,0.2504,0.7531,0.8026,0.7232,0.39,0.11,,,
credit-approval,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.6667,0.6469,0.3531,0.6741,0.6982,0.6369,1.82,0.26,,,
credit-approval,FastForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 3}",0.8986,0.8959999999999999,0.10400000000000001,0.8986,0.9202,0.8701,1.09,0.62,,,
credit-approval,RandomForest,2,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.7101,0.6982,0.3018,0.7115,0.7368,0.6762,1.66,0.25,,,
credit-approval,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 6}",0.8986,0.9049,0.0951,0.9084,0.9368,0.9035,1.7,0.78,,,
credit-approval,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.8406,0.8404,0.1596,0.8413,0.8884,0.8153,1.82,0.27,,,
credit-approval,FastForest,4,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.8986,0.9049,0.0951,0.9084,0.9342,0.9035,0.13,0.1,,,
credit-approval,RandomForest,4,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': False}",0.6957,0.6999,0.3001,0.7043,0.8166,0.6868,2.73,0.31,,,
credit-approval,FastForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 3}",0.9129999999999999,0.9032,0.0968,0.9249,0.9771,0.8636,0.44,0.25,,,
credit-approval,RandomForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.8406,0.8345,0.1655,0.8418,0.9129999999999999,0.7999,5.22,0.7,,,
credit-approval,FastForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.8116,0.82,0.18,0.8285,0.9007,0.8105,1.12,0.31,,,
credit-approval,RandomForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.7391,0.7305,0.2695,0.7393,0.8251,0.7036,7.97,1.03,,,
credit-approval,FastForest,7,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.8261,0.8272,0.1728,0.8282,0.885,0.8039,0.13,0.09,,,
credit-approval,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.7101,0.6982,0.3018,0.7115,0.7801,0.6762,8.43,1.03,,,
credit-approval,FastForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.8261,0.8385,0.1615,0.8491,0.8795,0.8405,1.11,0.31,,,
credit-approval,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.7101,0.7013,0.2987,0.7086,0.6987,0.6933,2.97,0.37,,,
credit-approval,FastForest,9,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",0.8551,0.8487,0.1513,0.8552,0.9397,0.8241,0.22,0.13,,,
credit-approval,RandomForest,9,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.7826,0.7808,0.2192,0.7837,0.8855,0.7644,5.77,0.71,,,
credit-approval,FastForest,10,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.8406,0.8513,0.1487,0.8589,0.9269,0.8516,0.41,0.19,,,
credit-approval,RandomForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",0.8696,0.8615,0.1385,0.8709,0.9,0.8347,7.06,0.81,,,
cylinder-bands,FastForest,1,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.6346,0.5531,0.4469,0.6164,0.6617,0.6417,0.71,0.4,,,
cylinder-bands,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.5577,0.4625,0.5375,0.4435,0.7055,0.5982,2.65,0.69,,,
cylinder-bands,FastForest,2,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",0.6923,0.6469,0.3531,0.6845,0.6531,0.6957,0.26,0.16,,,
cylinder-bands,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.6154,0.575,0.425,0.6026,0.6289,0.6538,0.61,0.23,,,
cylinder-bands,FastForest,3,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.7255,0.6766,0.3234,0.7305,0.8742,0.7073,0.42,0.24,,,
cylinder-bands,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': False}",0.6471,0.55,0.45,0.7767,0.7774,0.6327,0.9,0.29,,,
cylinder-bands,FastForest,4,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 3}",0.6471,0.5589,0.4411,0.6821,0.8097,0.6373,0.44,0.4,,,
cylinder-bands,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7059,0.6339,0.3661,0.7506,0.7798,0.6794,0.72,0.15,,,
cylinder-bands,FastForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.7059,0.6339,0.3661,0.7506,0.7903,0.6794,0.41,0.25,,,
cylinder-bands,RandomForest,5,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.6863,0.6,0.4,0.7931,0.7234,0.6596,0.84,0.33,,,
cylinder-bands,FastForest,6,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",0.6275,0.5694,0.4306,0.609,0.6637,0.6432,0.43,0.24,,,
cylinder-bands,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.6863,0.6089,0.3911,0.732,0.7274,0.6648,2.21,0.62,,,
cylinder-bands,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.7255,0.65,0.35,0.8109,0.7048,0.6889,1.2,0.56,,,
cylinder-bands,RandomForest,7,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",0.6667,0.5839,0.4161,0.7101,0.5589,0.6507,0.47,0.11,,,
cylinder-bands,FastForest,8,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.7647,0.7089,0.2911,0.7977,0.8484,0.7277,1.21,0.61,,,
cylinder-bands,RandomForest,8,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.6863,0.6177,0.3823,0.7041,0.625,0.6701,0.25,0.09,,,
cylinder-bands,FastForest,9,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.6471,0.55,0.45,0.7767,0.6645,0.6327,0.15,0.14,,,
cylinder-bands,RandomForest,9,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.6863,0.6,0.4,0.7931,0.7621,0.6596,0.55,0.14,,,
cylinder-bands,FastForest,10,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 6}",0.6863,0.6,0.4,0.7931,0.8726,0.6596,0.73,0.52,,,
cylinder-bands,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7451,0.6839,0.3161,0.7828,0.8726,0.7109,1.9,0.4,,,
dermatology,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.973,0.9762,0.0052,0.9775,0.9974,0.9875,2.38,1.57,,,
dermatology,RandomForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.9189,0.9095,0.0172,0.9291,0.9818,0.9689,1.66,1.51,,,
dermatology,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.973,0.9667,0.0054,0.9768,1.0,1.0,0.93,0.63,,,
dermatology,RandomForest,2,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",0.9189,0.9,0.0161,0.9459,0.9975,0.9668,0.98,1.0,,,
dermatology,FastForest,3,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",1.0,1.0,0.0,1.0,1.0,1.0,2.4,1.52,,,
dermatology,RandomForest,3,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': True}",0.8108,0.7222,0.037000000000000005,0.8845,0.9674,0.9376,0.13,0.17,,,
dermatology,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 6}",0.973,0.9167,0.0064,0.9752,1.0,1.0,1.64,1.14,,,
dermatology,RandomForest,4,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.8919,0.8667,0.0219,0.9167,0.9924,1.0,1.46,1.23,,,
dermatology,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.973,0.9167,0.0064,0.9752,1.0,1.0,2.42,1.35,,,
dermatology,RandomForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",0.8649,0.7833,0.0279,0.9104,0.9922,0.9931,1.44,1.26,,,
dermatology,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 6}",1.0,1.0,0.0,1.0,1.0,1.0,1.61,1.23,,,
dermatology,RandomForest,6,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.7838,0.75,0.0433,0.732,0.9718,0.9243,0.11,0.18,,,
dermatology,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.9167,0.8889,0.0178,0.9329,0.9981,0.996,2.41,1.45,,,
dermatology,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.8889,0.8333,0.0222,0.8222,0.9928,0.9773,1.0,1.22,,,
dermatology,FastForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 6}",0.9444,0.9389,0.0122,0.9468,0.9972,0.9884,0.59,0.49,,,
dermatology,RandomForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.8056,0.7722,0.0393,0.7338,0.9814,0.9448,1.04,1.26,,,
dermatology,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",1.0,1.0,0.0,1.0,1.0,0.9931,2.51,1.59,,,
dermatology,RandomForest,9,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.8889,0.8222,0.0235,0.9026,0.9935,0.9851,0.61,0.54,,,
dermatology,FastForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.9722,0.9722,0.0054,0.9769,1.0,0.9944,2.46,1.3,,,
dermatology,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.8889,0.8667,0.0222,0.9333,0.9846,0.9347,0.37,0.49,,,
diabetes,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.6883,0.5896,0.4104,0.6757,0.8163,0.4247,2.96,1.31,,,
diabetes,RandomForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.6883,0.6152,0.3848,0.6716,0.7989,0.4386,9.29,0.86,,,
diabetes,FastForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.7532,0.6737,0.3263,0.7599,0.7259,0.5279,0.12,0.07,,,
diabetes,RandomForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.8052,0.7733,0.2267,0.8021,0.8241,0.6169,2.64,0.29,,,
diabetes,FastForest,3,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",0.7792,0.7022,0.2978,0.7953,0.8237,0.5758,0.12,0.06,,,
diabetes,RandomForest,3,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': True}",0.6494,0.5,0.5,0.4217,0.8226,0.3506,0.96,0.11,,,
diabetes,FastForest,4,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",0.7013,0.6081,0.3919,0.6933,0.7867,0.4443,0.21,0.11,,,
diabetes,RandomForest,4,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.7013,0.6678,0.3322,0.6989,0.7678,0.4764,3.38,0.3,,,
diabetes,FastForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",0.7273,0.6537,0.3463,0.7201,0.7596,0.4879,0.2,0.12,,,
diabetes,RandomForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7273,0.6963,0.3037,0.7251,0.7944,0.5075,6.43,0.46,,,
diabetes,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 6}",0.7403,0.6637,0.3363,0.7389,0.7811,0.5066,1.63,0.99,,,
diabetes,RandomForest,6,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7403,0.6893,0.3107,0.7324,0.7511,0.5145,12.0,1.0,,,
diabetes,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.8182,0.7663,0.2337,0.8215,0.8896,0.6419,1.05,0.42,,,
diabetes,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.7792,0.7619,0.2381,0.7813,0.8363,0.5814,16.79,1.08,,,
diabetes,FastForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.8052,0.7393,0.2607,0.8178,0.8674,0.6225,1.05,0.36,,,
diabetes,RandomForest,8,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.7013,0.6848,0.3152,0.7099,0.7544,0.4867,11.56,0.94,,,
diabetes,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 12}",0.75,0.6715,0.3285,0.747,0.8015,0.5076,2.97,1.21,,,
diabetes,RandomForest,9,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",0.7237,0.6792,0.3208,0.7172,0.82,0.4857,7.21,0.38,,,
diabetes,FastForest,10,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.7632,0.6815,0.3185,0.7675,0.8281,0.5298,1.05,0.44,,,
diabetes,RandomForest,10,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",0.75,0.7362,0.2638,0.7583,0.8219,0.535,16.6,1.14,,,
diggle_table_a2,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 3}",1.0,1.0,0.0,1.0,1.0,1.0,0.7,0.71,,,
diggle_table_a2,RandomForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",1.0,1.0,0.0,1.0,1.0,1.0,1.59,0.2,,,
diggle_table_a2,FastForest,2,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 12}",1.0,1.0,0.0,1.0,1.0,1.0,0.12,0.14,,,
diggle_table_a2,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",1.0,1.0,0.0,1.0,1.0,1.0,0.6,0.12,,,
diggle_table_a2,FastForest,3,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",1.0,1.0,0.0,1.0,1.0,1.0,0.12,0.14,,,
diggle_table_a2,RandomForest,3,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",1.0,1.0,0.0,1.0,1.0,1.0,0.67,0.11,,,
diggle_table_a2,FastForest,4,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 6}",1.0,1.0,0.0,1.0,1.0,1.0,0.36,0.32,,,
diggle_table_a2,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': False}",1.0,1.0,0.0,1.0,1.0,1.0,0.48,0.13,,,
diggle_table_a2,FastForest,5,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 3}",1.0,1.0,0.0,1.0,1.0,1.0,0.09,0.13,,,
diggle_table_a2,RandomForest,5,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",1.0,1.0,0.0,1.0,1.0,1.0,1.72,0.31,,,
diggle_table_a2,FastForest,6,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.9677,0.9643,0.0357,0.9695,1.0,0.9608,0.33,0.38,,,
diggle_table_a2,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.9677,0.9643,0.0357,0.9695,1.0,0.9608,1.85,0.32,,,
diggle_table_a2,FastForest,7,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 6}",1.0,1.0,0.0,1.0,1.0,1.0,0.96,0.9,,,
diggle_table_a2,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",1.0,1.0,0.0,1.0,1.0,1.0,4.42,0.6,,,
diggle_table_a2,FastForest,8,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",1.0,1.0,0.0,1.0,1.0,1.0,0.35,0.34,,,
diggle_table_a2,RandomForest,8,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",1.0,1.0,0.0,1.0,1.0,1.0,0.58,0.12,,,
diggle_table_a2,FastForest,9,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_depth': 6}",1.0,1.0,0.0,1.0,1.0,1.0,0.91,0.95,,,
diggle_table_a2,RandomForest,9,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': False}",1.0,1.0,0.0,1.0,1.0,1.0,1.99,0.17,,,
diggle_table_a2,FastForest,10,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 6}",0.9677,0.9706,0.0294,0.9699,1.0,0.9333,0.35,0.35,,,
diggle_table_a2,RandomForest,10,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': False}",1.0,1.0,0.0,1.0,1.0,1.0,0.59,0.11,,,
disclosure_z,FastForest,1,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.597,0.5955,0.4045,0.5966,0.5826,0.5782,0.63,0.54,,,
disclosure_z,RandomForest,1,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5522,0.55,0.45,0.5512,0.5384,0.5495,3.8,0.18,,,
disclosure_z,FastForest,2,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",0.5075,0.5004,0.4996,0.5015,0.4929,0.5226,0.14,0.16,,,
disclosure_z,RandomForest,2,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5672,0.5696,0.4304,0.5716,0.6022,0.5623,12.68,0.61,,,
disclosure_z,FastForest,3,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.4848,0.4789,0.5211,0.4758,0.4449,0.5049,0.21,0.12,,,
disclosure_z,RandomForest,3,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 3, 'bootstrap': True}",0.4848,0.4899,0.5101,0.489,0.5221,0.5102,2.42,0.1,,,
disclosure_z,FastForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 6}",0.5455,0.5368,0.4632,0.5544,0.5588,0.5343,0.15,0.13,,,
disclosure_z,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5455,0.546,0.45399999999999996,0.5465,0.5386,0.5402,3.89,0.14,,,
disclosure_z,FastForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 6}",0.5303,0.5203,0.4797,0.5241,0.5581,0.5407,0.15,0.13,,,
disclosure_z,RandomForest,5,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5303,0.5276,0.4724,0.5295,0.5364,0.5447,2.25,0.1,,,
disclosure_z,FastForest,6,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 6}",0.5758,0.5760000000000001,0.424,0.5776,0.6705,0.5736,0.15,0.13,,,
disclosure_z,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.5758,0.5816,0.4184,0.5868,0.5594,0.5785,9.27,0.42,,,
disclosure_z,FastForest,7,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_depth': 3}",0.5455,0.5512,0.4488,0.5551,0.5742,0.5588,0.09,0.14,,,
disclosure_z,RandomForest,7,"{'n_estimators': 40, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.6061,0.6101,0.3899,0.614,0.6396,0.5981,43.2,1.79,,,
disclosure_z,FastForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 12}",0.5455,0.5327,0.4673,0.5406,0.5369,0.5473,0.66,0.51,,,
disclosure_z,RandomForest,8,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.5606,0.5525,0.4475,0.5574,0.5124,0.5585,9.7,0.44,,,
disclosure_z,FastForest,9,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 12}",0.5909,0.5866,0.4134,0.5894,0.5194,0.5796,0.68,0.55,,,
disclosure_z,RandomForest,9,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.4848,0.494,0.506,0.4951,0.5051,0.5274,12.87,0.56,,,
disclosure_z,FastForest,10,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_depth': 12}",0.5,0.488,0.512,0.488,0.5323,0.5244,0.22,0.19,,,
disclosure_z,RandomForest,10,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 12, 'bootstrap': True}",0.4091,0.3986,0.6014,0.3905,0.4571,0.48700000000000004,14.24,0.6,,,
echocardiogram,FastForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.9286,0.9,0.1,0.9357,0.9556,0.8714,0.58,1.22,,,
echocardiogram,RandomForest,1,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.7143,0.6,0.4,0.8022,0.8222,0.4857,1.53,0.97,,,
echocardiogram,FastForest,2,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.7692,0.6944,0.3056,0.759,0.6944,0.4872,0.23,0.48,,,
echocardiogram,RandomForest,2,"{'n_estimators': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.3846,0.3472,0.6528,0.4469,0.2917,0.2724,0.3,0.2,,,
echocardiogram,FastForest,3,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_depth': 3}",0.8462,0.75,0.25,0.8741,0.8472,0.6538,0.22,0.53,,,
echocardiogram,RandomForest,3,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': True}",0.6923,0.5,0.5,0.4793,0.8472,0.3077,0.6,0.47,,,
echocardiogram,FastForest,4,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}",0.9231,0.875,0.125,0.9308,1.0,0.8269,1.61,1.86,,,
echocardiogram,RandomForest,4,"{'n_estimators': 5, 'min_samples_leaf': 3, 'max_features': 'auto', 'max_depth': 6, 'bootstrap': False}",0.6923,0.5694,0.4306,0.6573,0.8194,0.3558,0.29,0.23,,,
echocardiogram,FastForest,5,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.8462,0.8194,0.1806,0.8462,0.8333,0.6394,0.6,1.24,,,
echocardiogram,RandomForest,5,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'max_depth': 6, 'bootstrap': False}",0.6923,0.7778,0.2222,0.8462,0.7639,0.5,1.13,0.49,,,
echocardiogram,FastForest,6,"{'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 3}",0.9231,0.875,0.125,0.9308,0.9167,0.8269,0.58,0.92,,,
echocardiogram,RandomForest,6,"{'n_estimators': 15, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 3, 'bootstrap': False}",0.8462,0.8194,0.1806,0.8462,0.8333,0.6394,0.58,0.44,,,
echocardiogram,FastForest,7,"{'n_estimators': 15, 'min_samples_leaf': 3, 'max_depth': 3}",0.6923,0.6389,0.3611,0.6923,0.8889,0.4038,0.21,0.39,,,
